Token,Lemma
"""",--
von,von
Rogiorungstruppon,Rogiorungstruppon
nah,nah
den,der
Werkstätten,Werkstatt
",",--
','
zur,zu
Arbeit,Arbeit
 , 
gebracht,bringen
worden,werden
.,--
In,in
den,der
Fällen,Fall
",",--
wo,wo
die,der
",",--
Verhafteten,verhafteter
",",--
sich,sich
weigere,weig
ten,ten
",",--
die,der
Arbeit,Arbeit
zu,zu
verrichten,verrichten
",",--
wurden,werden
sie,sie
in,in
Haft,Haft
behalten,behalten
.,--
Im,in
Mitisterium,Mitisterium
der,der
öffentlichen,öffentlich
Arbeitan,Arbeitan
hat,haben
.,--
eine,ein
lange,lang
Sißung,Sißung
statte,staten
 , 
-,--
gefundon,Gefundon
",",--
in,in
dex,Dex
.,--
diese,dieser
Vorgänge,Vorgang
-,--
ynd,ynd
Maßnahmen,Maßnahme
.,--
besprochen,besprechen
 , 
wurden,werden
...,--
",",--
 , 
',--
 , 
Deutschlands,Deutschland
 , 
:,--
nein,nein
es,es
muß,müssen
vor,vor
der,der
Welt,Welt
bewiesen,beweisen
werden,werden
",",--
daß,daß
der,der
 , 
*,*
Sentimenta,Sentimenta
!,--
 , 
*,*
allem,alle
",",--
daß,daß
von,von
den,der
Drähtziehern,Drähtzieher
.,--
 , 
Frieden,Frieden
troß,troß
alledem,alledem
.,--
 , 
Bon,Bon
“,--
j,j
NA,NA
167,167
Georg,Georg
Vernhard,Vernhard
«,--
",",--
;,--
V,V
 , 
Der,der
frühere,früh
Reichskanzler,Reichskanzler
von,von
Bethmann,Bethmann
Hollweg,Hollweg
:,--
haß,haß
„,--
durch,durch
5,5
UE,UE
INEHA,INEHA
Ministerpräsidenten,Ministerpräsident
Clemenceau,Clemenceau
als,als
 , 
Vorsizenden,Vorsizende
der,der
Friedenskommission,Friedenskommission
den,der
alliierten,alliierter
und'assos,und'assos
-,--
 , 
diierten,diieren
.,--
Mächten,Mächten
das,der
Verlangen,verlangen
unterbreiten,unterbreiten
lassen,lassen
",",--
“,--
das,der
.,--
 , 
gegen,gegen
deit,deit
früheren,früh
deutschen,deutsche
.,--
Kaiser,Kaiser
beabsichtigte,beabsichtigen
Pyozeßs,Pyozeßs
..,..
 , 
perfahren,perfahren
statt,statt
gegen,gegen
diesen,dieser
gegen,gegen
sich,sich
.,--
stattfinden,Stattfinde
',--
zu,zu
lassen,lassen
;,--
Beinen,Beinen
PIONG,PIONG
beruft,berufen
sich,sich
dabet,Dabet
auf,auf
die,der
Artikel,Artikel
der,der
älten,ält
..,..
Reichsverfassung,Reichsverfassung
",",--
die,der
die,der
:,--
Souveränität,Souveränität
des,der
Kaisers,Kaiser
und,und
die,der
Verantwortlichkeit,Verantwortlichkeit
des,der
Reichskanzlers,Reichskanzler
umgrenzten,umgrenzen
",",--
a,a
ritterlihe,Ritterlihe
Handlung,Handlung
zeigt,zeigen
in,in
',--
Blißlicht,Blißlicht
dem,der
deutschen,deutsch
Voike,Voike
noh,noh
einmal,einmal
Charakter,Charakter
Und,und
Wirken,wirken
dieses-,dieses-
Mannes,Mann
",",--
.,--
der,der
in,in
schisalsschwerster,schisalsschwerst
.,--
Stunde,Stunde
die,der
politische,politisch
Steuerung,Steuerung
Deutsch,Deutsch
«,--
lands,Land
geführt,führen
hat,haben
:,--
eine,ein
seltsaine,seltsain
Mischung,Mischung
von,von
literarischem,literarisch
Pathos,Pathos
",",--
ritterlicher,ritterlich
Gests,Gest
und,und
unpolitischer,unpolitisch
Verkennung,Verkennung
histo,Histo
»,--
rischer,risch
Zusammenhänge,Zusammenhang
.,--
Er,er
betrieb,betreiben
die,der
äußere,äußerer
Politik,Politik
des,der
Reiches,Reich
aus,aus
dem,der
Gesichtskreis,Gesichtskreis
eines,ein
gebildeten,gebildet
",",--
seiner,sein
schhwe,Schhw
«,--
ren,rer
Verantwortung,Verantwortung
-,--
stets,stets
bewußten,bewußt
Verwaltungsbeamten;-,Verwaltungsbeamten;-
 , 
dem,der
der,der
Tatbestand,Tatbestand
der,der
Akten,Akte
",",--
und,und
.,--
die,der
Bindangen,Bindang
des,der
fora,Fora
;,--
 , 
malen,mal
Rechts,Recht
heiligste,heiligst
Grundlagen,Grundlage
jeder,jeder
Urteilsfindung,Urteilsfindung
sind,sein
.,--
Aus,aus
dieser,dieser
Anschauung,Anschauung
heraus,heraus
glaubt,glauben
',--
er,er
wirklich,wirklich
auf,auf
dia,dia
Ententemächte,Ententemächt
(,--
die,der
Entente,Entente
scheint,scheinen
troß,Troß
des,der
Friedensschlüsses,Friedensschlüß
 , 
als,als
“,--
Sonderbündnis,Sonderbündnis
weiter,weiter
bestehen,bestehen
',--
zu,zu
sollen,sollen
),--
Einöru,Einöru
>,>
zu,zu
 , 
„,--
machen,machen
.,--
mit,mit
dem,der
Hinweis,Hinweis
auf,auf
die,der
Paragraphen,Paragraphe
des,der
deutschen,deutsche
.,--
-,--
 , 
Staatsrechhts,Staatsrechht
.,--
Das,der
erinnert,erinnern
lebhaft,lebhaft
an,an
einen,ein
Vorfäll,Vorfäll
",",--
der,der
sich,sich
am,an
9.,9.
November,November
im,in
Berliner,Berliner
Neichskanzlerpalais,Neichskanzlerpalais
absptelte:-,absptelte:-
Als,als
Ebert,Ebert
und,und
Seidemann,Seidemann
nachh,nachh
der,der
Proklamierung,Proklamierung
der,der
.,--
deutschen,deutsch
Republik,Republik
in,in
der,der
Wilhelmstraße,Wilhelmstraße
erschienen,erscheinen
und,und
',--
den,der
dort,dort
:,--
versammelten,versammelt
Ministern,Minister
schonend,schonend
beibrachten,beibrachten
",",--
',--
daß,daß
sig,sig
Urücktreten,Urücktret
müßten,müssen
",",--
weil,weil
Revolution,Revolution
sei,sein
und,und
die,der
Truppen,Truppe
.,--
en,--
Anschluß,Anschluß
an,an
die,der
neuen,neu
Machthaber,Machthaber
erklärt,erklären
hätten,haben
",",--
da,da
verlangte,verlangen
einer,einer
der,der
Minister,Minister
des,der
 , 
abinetts,Abinett
Max,Max
von,von
Baden,Baden
“,--
 , 
allen,aller
Ernstes,Ernst
einen,ein
Beleg,Beleg
",",--
einen,ein
Aktennachweis,Aktennachweis
für.das,Für.da
Vov,Vov
«,--
.,--
/,--
-,--
 , 
ändensein,ändensein
der,der
.,--
Revolution,Revolution
als,als
Vorbedingung,Vorbedingung
seiner,sein
',--
Rüch,Rüch
«,--
 , 
rittserklärung,Rittserklärung
.,--
Eine,ein
gleiche,gleich
Gesinnung,Gesinnung
darf.man,darf.man
von,von
der,der
.,--
 , 
Staatsmännern,Staatsmänner
der,der
Entente,Entent
nicht,nicht
erwarten,erwarten
",",--
Selbst,selbst
wemt,wemt
 , 
die,der
Frage,Frage
der,der
Verantwortlichkeit,Verantwortlichkeit
eines,ein
.,--
Monarchen,Monarch
für,für
histo4,histo4
 , 
Lische,Lische
Vorgänge,Vorgang
auch,auch
dem,der
Ausland,Ausland
gegenüber,gegenüber
mit,mit
der,der
staatg,Staatg
«,--
rechtlichen,rechtlich
Sapung,Sapung
erschöpft,erschöpfen
wäre,sein
",",--
8,8
würde,werden
das,der
die,der
 , 
ehr'wenig,ehr'wenig
kümmern,kümmern
.,--
Ein,ein
-so,-so
wie,wie
Bethmann,Bethmann
Hollweg,Hollweg
sollte,sollen
doch,doch
 , 
allele,allele
zudem,zudem
begreifen,begreifen
",",--
was,was
die,der
 , 
belesener,Belesener
Mantt,Mantt
 , 
feindlichen,feindlich
Staatsmänney,Staatsmänney
 , 
heute,heute
die,der
historische,historisch
(,--
6332,6332
),--
eM,eM
 , 
eindd,eindd
 , 
Ä,Ä
 , 
=,=
=,=
die,der
englischen,englisch
in,in
erster,erster
Linie'=--,Linie'=--
vorhaben,vorhaben
",",--
Der,der
Napoleon,Napoleon
;,--
-,--
 , 
Prozeß,Prozeß
soll,sollen
in,in
',--
zweiter,zweiter
Auflage,Auflage
über,über
.,--
die,der
Weltbühne,Weltbühne
gehen,gehen
;,--
Nicht,nicht
so,so
sehr,sehr
als,als
ein,ein
Akt,Akt
der,der
Rache,Rache
",",--
sondern,sondern
vielmehr,vielmehr
als,als
eini,eini
:,--
Akt,Akt
der,der
Rechtfertigung,Rechtfertigung
der,der
Politik,Politik
der,der
Feinde,Feind
Deutschlands,Deutschland
.,--
vor,vor
der,der
Welt,Welt
und-ihren,und-ihren
eigenen,eigen
Völkern,Volk
.,--
Es,es
foll,foll
nicht,nicht
nur,nur
;,--
 , 
zug,Zug
gegen,gegen
Deutschland,Deutschland
und,und
feine,fein
Verbündeten,verbündeter
ein,ein
heiligen,heilig
Krieg,Krieg
yewesen,Yewesen
izr,izr
Wahrung,Wahrung
:,--
der,der
Ruhe,Ruhe
.,--
der,der
Welt,Welt
gegen,gegen
einen,ein
großen,groß
.,--
Friddensstöver,Friddensstöver
.,--
Deshalbchist,Deshalbchist
auch,auch
niht,nihen
nur,nur
die,der
"""",--
Person,Person
",",--
des,der
Angeklagten,angeklagter
.,--
niht,nihen
mehr,mehr
.auswechselbar,.auswechselbar
",",--
sondern,sondern
:,--
es,es
ist,sein
auch,auch
der,der
.,--
Ausgang,Ausgang
des,der
Prozesses,Prozeß
bereits,bereits
vorausbestimmt,vorausbestimmen
",",--
Fürwikige,fürwikig
Journalisten,Journalist
haben,haben
ja,ja
schon,schon
ausgeplaudert,ausgeplaudern
",",--
dafs,dafs
;,--
nicht,nicht
das,der
Nechht,Nechht
",",--
sondern,sondern
die,der
Mo,Mo
ral,ral
die,der
Grundlage,Grundlage
dex,dex
:,--
Verhandlungen,Verhandlung
bilden,bilden
",",--
und,und
daß,daß
die,der
Strafe,Strafe
die,der
Unwürdigs,Unwürdig
.,--
keitserklärung,Keitserklärung
der,der
Sohenzollern,Sohenzoller
und,und
;,--
die,der
Verbannung,Verbannung
des,der
Kaisers,Kaiser
=,=
=,=
.,--
St.,St.
Helena,Helena
!,--
"""",--
=,=
=,=
.,--
sein,sein
wird,werden
.,--
Die,der
Mächte,Mächt
",",--
dis,dis
"""",--
Deutschland,Deutschland
jene,jener
Paragraphen,Paragraphen
des,der
Friedensvertrages,Friedensvertrag
u,u
',--
",",--
 , 
ng,ng
 , 
;,--
gezwungen,zwingen
haben,haben
",",--
wissen,wissen
eben,eben
",",--
ganz,ganz
genau,genau
",",--
daß,daß
bei,bei
der-Fü,der-Fü
",",--
 , 
rung,Rung
eines,ein
Re,Re
<,<
t,t
5,5
prozesses,prozesses
aucchh.die,aucchh.die
schärfste,scharf
Untersuchn,Untersuchn
 , 
elde,elde
:,--
 , 
Kaiser,Kaiser
Wilhelm,Wilhelm
niemals,niemals
nachweisen,nachweisen
könnte,können
",",--
er,er
habe'den,habe'd
Krieg,Krieg
.,--
 , 
gewollt,wollen
.,--
Denn,denn
“,--
das,der
.,--
behaupten,behaupten
nicht,nicht
:,--
einmal,einmal
',--
die,der
rötesten,rötest
Res,Res
.,--
publikaner,Publikaner
in,in
"""",--
Deutschland,Deutschland
von,von
:,--
ihm,ihm
",",--
',--
Aber,aber
darauf,darauf
kommt,kommen
es,es
den,der
„,--
Gennern,Genner
auch,auch
„,--
gar,gar
.niht.an,.niht.an
",",--
und,und
",",--
deshalb,deshalb
.,--
wi,wi
:,--
schlag,schliegen
Bethmann,Bethmann
Hollwegs,Hollwegs
so,so
weltfremd,weltfremd
",",--
 , 
Freilich,freilich
nicht,nicht
weltfremder,weltfremd
als,als
das,der
Verhalten,verhalten
d,d
die,der
über,über
",",--
den,der
Friedensvertvag,Friedensvertvag
„,--
mit,mit
.,--
Deutschlands,Deutschland
WLE,WLE
SDANTEIFen,SDANTEIFen
:,--
hdi,Hdi
 , 
[,[
tät,tät
und,und
deutschem,deutsch
Rechtsbewußtsein,Rechtsbewußtsein
"""",--
nicht,nicht
ges,ges
nügend,nügend
",",--
loslösen,loslösen
können,können
...,--
Sie-pochten,Sie-pochten
„,--
auf,auf
die,der
staatsrechtlief,staatsrechtlufen
",",--
unbestrittene,unbestrittenen
"Tatsahe,.daß","Tatsahe,.daß"
der,der
Wonarh,Wonarh
dure,duren
",",--
die,der
verantwort,verantwort
;,--
"""",--
lichen,lich
REN,REN
gedett,gedett
gewesen,sein
"ist,.und","ist,.und"
auf,auf
den,der
Beweis,Beweis
",",--
das,der
:,--
jedermann,jedermann
in,in
Deutschland,Deutschland
von,von
der,der
persönlichen,persönlich
Friedensliebs,Friedensliebs
.,--
','
des,der
„,--
Käisers,Käiser
durchdrungen,durchdrungen
:,--
war,sein
.,--
“,--
Ste,Ste
ließen,lassen
außer,außer
Betvacyt,Betvacyt
;,--
"""",--
",",--
Wa,Wa
:,--
Tf,Tf
so,so
u,u
KANTE,KANTE
een,een
den,der
jem,jem
Ausland,Ausland
buräß,buräß
.,--
 , 
ie,ie
Jahrelange,Jahrelang
Aufpeitschung,Aufpeitschung
«,--
der,der
Volksleidenschaften,volksleidenschaft
VN,VN
helm,helm
.,--
IT,IT
.,--
als,als
der,der
Alleinschuldige,Alleinschuldige
;,--
;,--
er,er
eb,eb
er,er
internationalen,international
Preß,Preß
“,--
 , 
kampagne,kampagne
diese,dieser
:,--
Schüldauf,schüldauf
;,--
ssung,Ssung
mit,mit
Vorbedacht,Vorbedacht
deshalb,deshalb
M8,M8
 , 
eugt,eugen
war,sein
;,--
ließtich,ließtich
als,als
stürmt,stürmen
„,--
Äeiihten,Äeiihte
eciobewußtieina,eciobewußtieinan
die,der
Wualiafrung,Wualiafrung
das,der
Sattes,Sattes
28,28
 , 
der,der
Vors,Vors
;,--
entge,Entge
;,--
 , 
inde,ind
!,--
Auch,auch
:,--
diess,diess
.,--
Männer,Mann
haben,haben
sich,sich
",",--
yon,yon
Heute,heute
176,176
 , 
alt,alt
",",--
-,--
-Gie,-Gie
Übersahen,übersahen
vor,vor
:,--
-,--
1,1
 , 
“,--
ver*angen,ver*angen
und,und
den,der
Prozeß,Prozeß
gegen,gegen
khn,khn
als,als
AusdruF,AusdruF
des,der
Ur-,Ur
 , 
teils,teils
der,der
.,--
Weltgeshichte.führen,weltgeshichte.führen
",",--
zu,zu
:,--
können,können
",",--
Hätten,Haben
:,--
die,der
deut,deut
«,--
schen,sch
Unterhändler,Unterhändler
die,der
Dinge,Ding
mehr,mehr
beachtet,beachten
",",--
so,so
würden,werden
kaum,kaum
Berade,Berade
die,der
EChrenpunkte,EChrenpunkt
des,der
Bertrages,Bertrag
zum,zu
Gegenstand,Gegenstand
dau,dau
»,--
ernder,ernd
Deft,Deft
er,er
Proteste,Protest
 , 
wäre,sein
rechtzeitig,rechtzeitig
der,der
praktische,praktisch
Vorschlag,Vorschlag
den,der
Forderungen,Forderung
 , 
;,--
„,--
der,der
Entente,ententer
entgegengestellt,entgegenstellen
worden,werden
",",--
da,da
!,--
Zenn,zenn
vor,vor
 , 
„,--
Iich,Iich
gemacht,machen
",",--
dur,dur
;,--
Qus,Qus
 , 
„,--
„,--
Werben,Werben
",",--
und,und
von,von
denen,der
„,--
muß,müssen
",",--
daß,daß
zu,zu
ihrer,ihr
Aus,Aus
 , 
-,--
möglich,möglich
",",--
an-,an
diesen,dieser
 , 
u,u
.,.
1,1
ih,ih
:,--
-,--
Befir,Befir
fehrreig,Fehrreig
 , 
-,--
Zeil,Zeil
",",--
wie,wie
jeht,jehen
offen,offen
zugestanden,zugestehen
wird,werden
",",--
als,als
ta,ta
 , 
"""",--
einem,ein
deutschhenGerichtshof,deutschhenGerichtshof
nicht,nicht
49,49
),--
die,der
Schu,Schu
teiligten,teiligt
Staatsmänner,Staatsmann
",",--
sondern,sondern
gleichzeitig,gleichzeitig
auch,auch
.,--
die,der
Frage,Frage
prüfen,prüfen
lassen,lassen
werde,werden
",",--
ob,ob
den,der
deutschen,deutsch
Kaiser,Kaiser
eine,ein
persönliche,persönlich
Schuld,Schuld
treffe,treffen
.,--
Das,der
aber,aber
ist,sein
leider,leider
vols,Vols
unterblieben,unterblieben
.,--
Der,der
Zunächst,Zunächst
so,so
eilig,eilig
versprochene,versprochen
Staatsgerichtshof,Staatsgerichtshof
ist,sein
sogar,sogar
erst,erst
im,in
allerlezten,allerlezt
Augenbli,Augenbli
>,>
vor,vor
Friedensscchhluß,Friedensscchhluß
als,als
Geseßvor,Geseßvor
»,--
Fhlag,Fhlag
wieder,wieder
aufgetaucht,auftauchen
.,--
Go,Go
wurde,werden
es,es
denn,denn
ganz,ganz
unmög-,unmög
wirksame,wirksam
Verhandlungen,Verhandlung
Paragraphen,Paragraphen
em,em
Friedensvertrag,Friedensvertrag
zu,zu
eliminieren,eliminieren
",",--
die,der
von,von
der,der
Mehr-,Mehr
gohl,gohl
aller,aller
Deutschen,deutsche
in,in
der,der
Tat,Tat
als,als
entwürdigend,entwürdigend
empfunden,empfinden
ih,ih
jede,jeder
Regierung,Regierung
ganz,ganz
“,--
klar,klar
',--
sein,sein
ührung,ührung
ji,Ji
schwerlich,schwerlich
Deutsche,deutsche
„,--
Hergeben,Hergebe
werden,werden
",",--
Denn,denn
einen,ein
Landsmann,Landsmann
=,=
-,--
gleichgültig,gleichgültig
",",--
Job,Job
es,es
ein,ein
Kaiser,Kaiser
",",--
ein,ein
General,General
oder,oder
ein,ein
Arbeiter,Arbeiter
ist,sein
=,=
einer,ein
andern,anderer
Nation,Nation
jur,jur
Aurteilung,Aurteilung
",",--
noh,noh
dazu,dazu
zu,zu
einer,ein
„,--
mora,mora
schen,sch
“,--
Aburteilung,Aburteilung
ausguliefern,ausguliefern
",",--
„,--
das,der
sind,sein
Bütteldienste,Bütteldienste
",",--
','
deren,der
Leistung,Leistung
bei,bei
allen,aller
Völkern,Volk
ehrlos,ehrlos
macht,machen
",",--
"""",--
[,[
?,--
Es,es
.,--
durfte,dürfen
nichts,nichts
unversucht,unversucht
bleiben,bleiben
",",--
um,um
solhen,solh
Para-,Para
vaphen,vaph
auszuweichen,auszuweichen
.,--
Es,es
war,sein
qusgeschlossen,qusgeschlessen
",",--
daß,daß
ernste-,ernste-
Degenvorshläge,Degenvorshlag
einem,ein
„,--
einigen,einiger
ablehnenden,ablehnend
Willen,Wille
aller,aller
Entenkemächte,Entenkemächte
begegneten,begegnen
.,--
ber,ber
da,da
die,der
--,--
allein,allein
angewand,angewand
»,--
Fon,Fon
=,=
=,=
Proteste,Protest
niht,nihen
zum,zu
Ziele,Ziel
führten,führen
",",--
war,sein
es,es
ganz,ganz
un-,un-
Zhrenpara,Zhrenpara
:,--
1s407,1s407
den,der
Frieden,Frieden
scheitern,scheitern
lassen,lassen
.,--
Was,was
sich,sich
jezt,jezt
im,in
Deutschen,deutsch
Reich,Reich
abspielt,abspielen
",",--
sollte,sollen
genug,genug
sein,sein
",",--
Denn,denn
die,der
Protestpolitik,Protestpolitik
rächt,rächen
sich,sich
as,as
„,--
Unannehmbar,unannehmbar
“,--
des,der
alten,alt
Kabinetts,Kabinett
und,und
Der,der
Parteien,Partei
der,der
Nationalversammlung,Nationalversammlung
war,sein
zu,zu
einem,ein
großen,groß
tisches,tisch
Manöver,Manöver
an,an
glaubte,glauben
allen,aller
Ernstes,Ernst
",",--
daß,daß
die,der
Feinde,Feind
da,da
«,--
',--
 , 
gedacht,denken
.,--
e,e
erhandlung,Erhandlung
gezwungen,zwingen
 , 
ur,ur
<,<
zu,zu
entgegenkommenderer,entgegenkommenderer
 , 
;,--
würden,werden
.,--
Das,der
war,sein
von,von
Anfang,Anfang
än,än
eine,ein
ganz,ganz
schwere,schwer
Täu,Täu
«,--
 , 
Fhung,Fhung
.,--
Denn,denn
die,der
feindlichen,Feindliche
.,--
Staatsmänner,Staatsmann
wußten,wissen
ganz,ganz
Yenau,Yenau
",",--
wie,wie
es,es
in,in
Deutschland,Deutschland
aussieht,aussehen
.,--
Sie,sie
faßten,fassen
das,der
„,--
Un-,Un
 , 
4,4
',--
annehmbar,annehmbar
“,--
lediglich,lediglich
als,als
Bluff,Bluff
auf,auf
.,--
Diese,dieser
Regierungstaktik,Regierungstaktik
 , 
.,--
“,--
ehrliches,ehrlich
und,und
ern,ern
 , 
„,--
wirkte,wirken
mithin,mithin
nach,nach
außen,außen
nur,nur
schädlich,schädlich
.,--
Gie,Gie
verhinderte,verhindern
nur,nur
fies,Fie
nterhandeln,nterhandeln
.,--
Aber,aber
während,während
das,der
Aus-,Aus
 , 
.,--
Tand,Tand
aus,aus
feiner,fein
besseren,gut
Kenntnis,Kenntnis
heraus,heraus
an,an
diest,Diest
Tak,Tak
«,--
 , 
zit,zit
nicht,nicht
glaubte,glauben
",",--
war,sein
leider,leider
wie,wie
so,so
.,--
oft,oft
während,während
des,der
Krieges,Krieg
Has,Has
.,--
deutsche,deutsch
Volk,Volk
nur,nur
',--
zu,zu
gläubig,gläubig
.,--
Und,und
als,als
Folge,Folge
davon,davon
ergab,ergeben
sich,sich
iet,iet
daß,daß
Md,Md
],]
 , 
Innen,Inn
.,--
dagegen,dagegen
allseitig,allseitig
Täuschung,Täuschung
und,und
Perwirrung,Perwirrung
gescchhaf-,gescchhaf-
Fen,Fen
wurden,werden
",",--
 , 
4,4
;,--
-,--
Die,der
ganz,ganz
radikalen,radikal
Parkeien,Parkeie
tvauten,tvauten
der,der
Regierung,Regierung
zu,zu
",",--
 , 
ß-sie,ß-sie
wirklich,wirklich
nicht,nicht
unterschreiben,unterschreiben
könnte,können
",",--
Gie,Gie
trafen,treffen
um,um
»,--
ssende,ssend
Maßnahmen,Maßnahme
für,für
einen,ein
Generatstveik,Generatstveik
der,der
gesamten,gesamt
Arbeiterschaft,Arbeiterschaft
.,--
Es,es
känn,känn
heute,heute
wohl,wohl
keinem,kein
ein,ein
Zweifel,Zweifel
Haran,Haran
bleiben,bleiben
",",--
daß,daß
im,in
Falle,Fall
einer,ein
Ablehnung,Ablehnung
des,der
Friedens-,Friedens
Pertvages,Pertvag
in,in
ganz,ganz
Deutschland,Deutschland
das,der
wüsteste,wüste
Chaos,Chaos
geherrscht,herrschen
hätte,haben
",",--
keine,kein
Eisenbahn,Eisenbahn
mehr,mehr
gefahren,fahren
wäre,sein
",",--
keine,kein
Lampe,Lampe
Lx,Lx
gebrannt,brannen
ern,ern
",",--
die,der
Pfalz,Pfalz
und,und
die,der
Rheinlande,Rheinlande
nicht,nicht
eine,ein
Woche,Woche
mehr,mehr
.,--
 , 
im,in
Reiche,Reiche
eblieben,eblieben
wären,sein
.,--
-,--
Hinter,hinter
der,der
.Generalstreik,.Generalstreik
«,--
 , 
|,|
fon,fon
dann,dann
.,--
=,=
=,=
.,--
darüber,darüber
soll,sollen
.man,.man
sich,sich
nicht,nicht
täu-,täu
 , 
u,u
„,--
Ahen,Ahen
.,--
WU,WU
DEI,DEI
H,H
UNRLEE,UNRLEE
),--
ationen,ationen
ohne,ohne
Unterschied,Unterschied
der,der
 , 
-,--
Dhmänner,Dhmänner
der,der
<,<
rißu,rißu
.,--
“,--
 , 
rteirtd,Rteirtd
tung,Tung
gestanden,gestehen
.,--
Ibst,Ibst
»,--
die,der
.,--
Leiter,Leiter
:,--
der,der
Hirsche,Hirsch
der,der
),--
",",--
en,en
Gewer,Gewer
?,--
"""",--
"""",--
aften,afen
.,--
würden,werden
.,--
ebensowenig,ebensowenig
wie,wie
.,--
die,der
Organisierten,Organisiert
.,--
die,der
Widerstandslust,Widerstandslust
 , 
|,|
ährer,ahr
Leute,Leute
haben,haben
zügein,zügein
können,können
.,--
Noch,noch
jezt,jezt
wollen,wollen
bestimmte,bestimmt
 , 
ikale,ikal
Arbeitergruppen,Arbeitergruppe
.die,.die
umfangreich,umfangreich
gelte,gelten
fenen,fen
Vor-,Vor-
",",--
peitungen,peitungen
nicht,nicht
ganz,ganz
ungenußt,ungenußt
verstreichen,verstreichen
lassen,lassen
",",--
.Abex,.Abex
ur,ur
<,<
den,der
Friedensschluß,Friedensschluß
ist,sein
eben,eben
die,der
Einheitlichkeit,Einheitlichkeit
der,der
Be-,Be
wegung,Wegung
gebrochen,brechen
.,--
Doch,doch
auch-,auch
diese,dieser
Zerstüd,Zerstüd
>,>
ehung,Ehung
und,und
.,--
Un,un
«,--
kinheitliteit,Kinheitliteit
der,der
Streikbewegung,Streikbewegung
genügt,genügen
noch,noch
",",--
um,um
zu,zu
ev,ev
»,--
 , 
-,--
Jennen,Jenn
",",--
wie,wie
furchtbar,furchtbar
das,der
geworden,werden
wäre,sein
",",--
was,wer
.,--
für,für
den,der
Fall,Fall
DZ,DZ
dee,dee
Nichtunterzeihnung,Nichtunterzeihnung
geplant-war,geplant-war
und,und
ausgeführt,ausführen
.,--
wor,Wor
»,--
en,--
p,p
i%,i%
 , 
','
nitserer,nitserer
:,--
Soele,soel
spannt,spannen
.,--
 , 
Wäre,sein
",",--
3,3
 , 
Ueber,Ueber
den,der
Schlaf,Schlaf
",",--
17,17
Professor,Professor
eb,eb
DURWIGT,DURWIGT
SAILER,SAILER
 , 
3,3
 , 
3,3
G,G
r,r
1,1
 , 
fünd,fünd
Tal,Tal
",",--
Liebe,Liebe
und,und
Haß,Haß
",",--
wie,wie
alles,aller
Evscheinende,evscheinender
",",--
sind,sein
Symbole,Symbol
Hes,Hes
tiofgpeisendsten,tiofgpeisendst
Gedankens,Gedanken
der,der
Natur,Natur
",",--
den,der
wir,wir
ihr,ihr
nachzudenden,nachzudend
wevmögen,wevmögen
:,--
Rhythmus,Rhythmus
:,--
Im,in
Schlafe,Schlafe
:,--
wird,werden
unser,unser
Orientierungsver»|,Orientierungsver»|
imnögen,imnögen
für,für
den,der
Raum,Raum
",",--
in,in
',--
dem,der
wir,wir
auf,auf
Evden,Evden
sind,sein
",",--
und,und
",",--
für,für
den,der
Boitbogriff,Boitbogriff
vhythnmisch,vhythnmisch
',--
abgeblendet,abblenden
.,--
-,--
Das,der
',--
Persönlichkeitsgefilhl,Persönlichkeitsgefilhl
ihleibt,ihleiben
erhalte,erhalten
.,--
5,5
!,--
1,1
',--
Der,der
SHlaf,SHlaf
ist,sein
oin,oin
Dämpfer,Dämpfer
",",--
den,der
das,der
Dunkel,Dunkel
Über,über
die,der
Satten,Satt
Wix,Wix
:,--
machen,machen
im,in
Schlafe,Schlafe
keine,kein
Wahrneh-,Wahrneh
 , 
"""",--
mungen,mungen
;,--
sondern,sondern
die,der
 , 
untvewußten,untvewußt
“,--
Wahrnehmungen,Wahrnehmung
"""",--
huschen,husch
ge,ge
«,--
 , 
penstig,penstig
Über,über
.,--
die,der
Tasten,Tast
"""",--
und,und
werden,werden
nur,nur
:,--
in,in
der,der
Iber,Iber
bemerkbar,bemerkbar
",",--
 , 
R,R
Roale,Roale
ist,sein
:,--
gleichsam,gleichsam
ein,ein
Motiy,Motiy
der,der
felbsttätigen,felbsttätig
Zdes,Zd
.,--
 , 
;,--
j,j
jm,jm
Shatten,Shatt
des,der
Schlafes,Schlaf
reifen,reifen
die,der
Pläne,Plan
",",--
spinnt,spinnen
das,der
Gedücht-,Gedücht
 , 
kits,kits
seins,sein
Neße,Neße
",",--
heiten,heien
die,der
Leiden,leiden
",",--
wachsen,wachsen
die,der
Gedanken,Gedanke
.,--
Gärtnep,Gärtnep
»,--
 , 
-,--
jSchmiob,JSchmiob
und,und
"""",--
Arzt,Arzt
ist,sein
der,der
Schlaf,Schlaf
",",--
“,--
Gr,Gr
zieht,ziehen
bie,bien
Sehnsuchtsblums,Sehnsuchtsblum
",",--
.,--
kr,kr
schmiedet,schmieden
den,der
Panzer,Panzer
",",--
er,er
.,--
braut,brauen
',--
die,der
Säfte,Säft
",",--
dix,dxr
uns,uns
heilen,heilen
.,--
+,+
;,--
!,--
 , 
OLTEN,OLTEN
1,1
!,--
Stjlaf,Stjlaf
„,--
und,und
 , 
"Sofinentetergang,-","Sofinentetergang,-"
Erwachen,Erwachen
und,und
Sonnenaufgang,Sonnenaufgang
föltten,fölten
parallele,parallel
Dinge,Ding
sein,sein
:,--
Die,der
